trialID,Participant,isPractice,LayoutBlockNum,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Y,ResponsePos_Z,AnsPos_X,AnsPos_Y,AnsPos_Z,TargetName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,False,False,True,29,014800,29,848930,-0,376879,1,332901,0,071093,1,209807,Dotted Decoy Target,0,076386,0,785715,-0,284899,0,462122,0,780540,-0,390500,0,725049,0,462122,0,780540,-0,390500,0,725049,0,071093,1,209807,-0,612174,2,406161
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,0,80,False,False,False,True,29,848930,30,252130,0,483004,1,542871,-0,612174,2,406161,Stripes Decoy Target,0,127616,0,784739,-0,275362,0,462122,0,780540,-0,390500,0,725049,0,462122,0,780540,-0,390500,0,725049,0,071093,1,209807,-0,612174,2,406161
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,1,40,False,False,False,True,52,278270,54,223860,1,569615,0,114795,1,825634,-0,715943,Stripes Decoy Target,0,506632,0,808555,-0,427483,0,462122,0,780540,-0,390500,0,725049,0,462122,0,780540,-0,390500,0,725049,2,931605,0,133353,1,825634,-0,715943
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,1,40,False,False,False,True,54,223860,54,640350,1,844052,-0,427932,2,931605,0,133353,Dotted Decoy Target,0,533422,0,802212,-0,516942,0,462122,0,780540,-0,390500,0,725049,0,462122,0,780540,-0,390500,0,725049,2,931605,0,133353,1,825634,-0,715943
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,80,False,True,False,False,59,653360,60,862640,1,129308,0,869955,0,462122,0,780540,Blue Virtual Target,0,406697,0,808519,-0,310236,0,462122,0,780540,-0,390500,0,725049,0,462122,0,780540,-0,390500,0,725049,2,931605,0,133353,1,825634,-0,715943
Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,3,0,80,False,False,False,True,29,041260,30,346040,-0,461897,1,416488,0,958124,2,398766,Stripes Decoy Target,0,178805,0,821169,-0,280039,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-0,731175,3,678542,0,958124,2,398766
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,3,0,80,False,False,False,True,30,346040,30,942930,0,844573,1,940831,-0,731175,3,678542,Dotted Decoy Target,0,242612,0,811039,-0,263551,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-0,731175,3,678542,0,958124,2,398766
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,3,1,40,False,False,False,True,52,970670,54,026450,-2,216233,-0,589420,-1,599441,0,550468,Stripes Decoy Target,-0,001501,0,805171,-0,435894,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-3,470486,0,257953,-1,599441,0,550468
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,3,1,40,False,False,False,True,54,026450,54,387980,-1,910673,0,423118,-3,470486,0,257953,Dotted Decoy Target,0,002245,0,800683,-0,379960,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-3,470486,0,257953,-1,599441,0,550468
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,3,2,0,False,False,False,True,76,414440,77,220860,-1,604491,-1,664034,-1,036788,-1,360805,Dotted Decoy Target,0,014988,0,804468,-0,510752,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-1,036788,-1,360805,-2,080654,-1,665486
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,3,2,0,False,False,False,True,77,220860,77,594790,-1,645739,-0,940177,-2,080654,-1,665486,Stripes Decoy Target,-0,006461,0,794580,-0,473190,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-1,036788,-1,360805,-2,080654,-1,665486
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,3,0,80,False,True,False,False,82,595400,83,248680,-0,469897,0,733068,0,487054,0,851215,Blue Virtual Target,0,093854,0,783218,-0,293086,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-1,036788,-1,360805,-2,080654,-1,665486
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,3,0,80,False,True,False,False,83,248680,83,762060,0,503484,1,009503,-0,508532,0,805893,Green Virtual Target,0,233471,0,796724,-0,309185,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-1,036788,-1,360805,-2,080654,-1,665486
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,0,0,False,False,False,True,29,026650,29,914730,-0,464752,1,273841,-0,994709,2,688158,Dotted Decoy Target,0,166011,0,822737,-0,294236,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-0,994709,2,688158,-0,082117,3,419127
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,0,0,False,False,False,True,29,914730,30,387290,0,353535,1,337026,-0,082117,3,419127,Stripes Decoy Target,0,236171,0,808667,-0,294212,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,-0,994709,2,688158,-0,082117,3,419127
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,1,40,False,False,False,True,52,428490,53,886960,1,148351,1,491725,0,609441,1,547276,Dotted Decoy Target,0,285579,0,810309,-0,336714,0,487054,0,851215,-0,508532,0,805893,0,487054,0,851215,-0,508532,0,805893,0,609441,1,547276,0,501677,3,485966
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,1,40,False,False,False,True,53,886960,54,470510,0,455521,1,962446,0,501677,3,485966,StripParticipant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,False,False,True,29,014820,30,416610,-0,245671,1,240790,-0,928997,2,579672,Stripes Decoy Target,0,048888,0,784288,-0,269241,0,403806,0,748959,-0,465926,0,682041,0,403806,0,748959,-0,465926,0,682041,0,052164,3,664598,-0,928997,2,579672
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,0,40,False,False,False,True,30,416610,30,847230,0,195414,1,633453,0,052164,3,664598,Dotted Decoy Target,0,074117,0,790584,-0,266995,0,403806,0,748959,-0,465926,0,682041,0,403806,0,748959,-0,465926,0,682041,0,052164,3,664598,-0,928997,2,579672
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,1,80,False,False,False,True,55,138680,56,764060,1,176343,0,639463,1,666323,0,754013,Stripes Decoy Target,0,272524,0,803989,-0,420576,0,403806,0,748959,-0,465926,0,682041,0,403806,0,748959,-0,465926,0,682041,2,222390,1,856440,1,666323,0,754013
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,1,80,False,False,False,True,56,764060,57,277070,1,857004,-0,386682,2,222390,1,856440,Dotted Decoy Target,0,361011,0,813293,-0,576290,0,403806,0,748959,-0,465926,0,682041,0,403806,0,748959,-0,465926,0,682041,2,222390,1,856440,1,666323,0,754013
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,True,False,False,62,277460,68,721600,1,405580,0,243736,-0,465926,0,682041,Green Virtual Target,0,386956,0,776435,-0,511369,0,403806,0,748959,-0,465926,0,682041,0,403806,0,748959,-0,465926,0,682041,2,222390,1,856440,1,666323,0,754013
P1Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,0,80,False,False,False,True,29,028980,29,988160,0,218068,1,884717,0,696371,1,605406,Stripes Decoy Target,0,237250,0,777630,0,258505,0,863851,1,673136,-0,600623,1,624312,0,863851,1,673136,-0,600623,1,624312,0,536713,3,454347,0,696371,1,605406
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,0,80,False,False,False,True,29,988160,30,306820,0,752697,1,850097,0,536713,3,454347,Dotted Decoy Target,0,273934,0,777789,0,253864,0,863851,1,673136,-0,600623,1,624312,0,863851,1,673136,-0,600623,1,624312,0,536713,3,454347,0,696371,1,605406
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,1,40,False,False,False,True,52,321140,53,209430,1,117405,1,445830,1,667875,0,920439,Stripes Decoy Target,0,403432,0,791073,0,190379,0,863851,1,673136,-0,600623,1,624312,0,863851,1,673136,-0,600623,1,624312,2,344741,1,746675,1,667875,0,920439
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,1,40,False,False,False,True,53,209430,53,612570,1,775509,0,898862,2,344741,1,746675,Dotted Decoy Target,0,471478,0,784426,0,144567,0,863851,1,673136,-0,600623,1,624312,0,863851,1,673136,-0,600623,1,624312,2,344741,1,746675,1,667875,0,920439
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,2,0,False,False,False,True,75,639700,77,736310,0,344809,-2,764827,2,125399,-1,252812,Dotted Decoy Target,0,261366,0,915397,-0,449779,0,863851,1,673136,-0,600623,1,624312,0,863851,1,673136,-0,600623,1,624312,2,125399,-1,252812,3,311830,-1,141990
P1002,0,TrParticipant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,0,40,False,False,False,True,29,029800,30,127740,-0,016826,1,692904,0,883184,1,513578,Dotted Decoy Target,0,106894,0,809887,-0,228335,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,0,883184,1,513578,-0,439893,3,653399
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,2,0,40,False,False,False,True,30,127740,30,626630,0,770150,1,904298,-0,439893,3,653399,Stripes Decoy Target,0,140076,0,810458,-0,233233,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,0,883184,1,513578,-0,439893,3,653399
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,1,80,False,False,False,True,52,654880,53,863380,-0,903013,1,679785,-0,760285,1,574388,Stripes Decoy Target,-0,010806,0,789550,-0,289775,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,-2,073813,2,936015,-0,760285,1,574388
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,2,1,80,False,False,False,True,53,863380,54,335240,-0,417239,1,795258,-2,073813,2,936015,Dotted Decoy Target,0,011690,0,790258,-0,278194,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,-2,073813,2,936015,-0,760285,1,574388
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,0,40,False,True,False,False,59,335520,61,306950,0,637868,0,916640,-0,508281,0,845720,Green Virtual Target,0,174965,0,787983,-0,261167,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,-2,073813,2,936015,-0,760285,1,574388
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,2,0,40,False,True,False,False,61,306950,62,016220,-0,490853,0,936536,0,595502,0,836514,Blue Virtual Target,-0,012084,0,813826,-0,293359,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,-2,073813,2,936015,-0,760285,1,574388
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,False,False,True,29,026860,29,998870,0,026203,1,397665,0,651308,1,653025,Stripes Decoy Target,0,043518,0,783491,-0,270955,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,-0,374298,3,442146,0,651308,1,653025
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,0,40,False,False,False,True,29,998870,30,402180,0,445735,1,379993,-0,374298,3,442146,Dotted Decoy Target,0,076167,0,782824,-0,267887,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,-0,374298,3,442146,0,651308,1,653025
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,1,80,False,False,False,True,52,429240,53,415070,1,079592,0,877663,0,867602,1,626697,Dotted Decoy Target,0,246499,0,797962,-0,386836,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,0,867602,1,626697,2,261702,3,182052
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,1,80,False,False,False,True,53,415070,53,859830,0,834639,2,122866,2,261702,3,182052,Stripes Decoy Target,0,171107,0,818011,-0,362308,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,0,867602,1,626697,2,261702,3,182052
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,True,False,False,58,872640,60,262060,-0,194565,0,947099,0,595502,0,836514,Blue Virtual Target,0,110536,0,779525,-0,327445,0,595502,0,836514,-0,508281,0,845720,0,595502,0,836514,-0,508281,0,845720,0,867602,1,626697,2,261702,3,182052
P1002,1,True,0,1,Pracitce,virtualRotate,virtualTarget,1,rotate,1,2,0,40,False,True,False,False,60,262060,60,984270,0,311651,0,876050,-0,508281,0,845720,Green Virtual Target,0,1Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,0,80,False,False,False,True,29,027700,30,041700,-0,189615,0,948168,-0,520875,1,139754,Dotted Decoy Target,0,037059,0,773524,-0,382288,0,438968,0,753170,-0,434137,0,757331,0,438968,0,753170,-0,434137,0,757331,-0,520875,1,139754,0,751783,3,569091
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,0,80,False,False,False,True,30,041700,30,486010,0,225684,1,294238,0,751783,3,569091,Stripes Decoy Target,0,046818,0,778240,-0,380659,0,438968,0,753170,-0,434137,0,757331,0,438968,0,753170,-0,434137,0,757331,-0,520875,1,139754,0,751783,3,569091
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,1,0,False,False,False,True,52,514550,54,208470,1,687995,0,052445,2,284463,1,190563,Dotted Decoy Target,0,278787,0,780866,-0,408019,0,438968,0,753170,-0,434137,0,757331,0,438968,0,753170,-0,434137,0,757331,2,284463,1,190563,3,235478,0,794586
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,1,0,False,False,False,True,54,208470,54,695010,1,850374,-0,027357,3,235478,0,794586,Stripes Decoy Target,0,284596,0,777135,-0,407541,0,438968,0,753170,-0,434137,0,757331,0,438968,0,753170,-0,434137,0,757331,2,284463,1,190563,3,235478,0,794586
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,2,40,False,False,False,True,76,708030,77,777870,1,374870,0,668036,1,874269,-0,118411,Stripes Decoy Target,0,246160,0,784586,-0,456900,0,438968,0,753170,-0,434137,0,757331,0,438968,0,753170,-0,434137,0,757331,2,507424,0,464148,1,874269,-0,118411
P10Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,0,80,False,False,False,True,29,030650,31,433960,-0,461481,1,258458,-0,854579,1,563019,Stripes Decoy Target,0,067419,0,880399,-0,357656,0,557454,1,097124,-0,754485,0,940899,0,557454,1,097124,-0,754485,0,940899,-0,031715,3,658214,-0,854579,1,563019
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,2,0,80,False,False,False,True,31,433960,31,932660,0,090300,5,247138,-0,031715,3,658214,Dotted Decoy Target,0,103912,0,955567,-0,353978,0,557454,1,097124,Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,0,80,False,False,False,True,29,016620,30,211190,-0,226180,2,096943,0,112442,2,434106,Dotted Decoy Target,0,319860,0,990671,0,253805,0,810930,1,543985,-0,573483,1,386656,0,810930,1,543985,-0,573483,1,386656,0,112442,2,434106,0,831784,3,578455
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,2,0,80,False,False,False,True,30,211190,30,668510,0,693961,2,986943,0,831784,3,578455,Stripes Decoy Target,0,402873,1,017558,0,258234,0,810930,1,543985,-0,573483,1,386656,0,810930,1,543985,-0,573483,1,386656,0,112442,2,434106,0,831784,3,578455
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,1,40,False,False,False,True,52,696320,53,696740,-1,832444,0,369684,-1,055255,0,079848,Dotted Decoy Target,0,033137,0,801145,0,081133,0,810930,1,543985,-0,573483,1,386656,0,810930,1,543985,-0,573483,1,386656,-1,055255,0,079848,-3,166033,1,350565
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,0,2,1,40,False,False,False,True,53,696740,54,127750,-1,777256,1,039511,-3,166033,1,350565,Stripes Decoy Target,0,044906,0,802267,0,109459,0,810930,1,543985,-0,573483,1,386656,0,810930,1,543985,-0,573483,1,386656,-1,055255,0,079848,-3,166033,1,350565
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,0,2,0,80,False,True,False,False,59,140940,61,668700,-0,326909,1,133166,0,810930,1,543985,Blue Virtual Target,0,190715,0,796215,0,160307,0,810930,1,543985,-0,573483,1,386656,0,810930,1,543985,-0,573483,1,386656,-1,055255,0,079848,-3,166033,1,350565
P1Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,0,40,False,False,False,True,29,015710,29,904860,0,181432,1,161228,0,831887,1,167383,Stripes Decoy Target,0,096283,0,766268,-0,337419,0,472168,0,782781,-0,637397,0,698390,0,472168,0,782781,-0,637397,0,698390,0,624093,3,337158,0,831887,1,167383
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,0,40,False,False,False,True,29,904860,30,404630,1,695275,2,322976,0,624093,3,337158,Dotted Decoy Target,0,148659,0,795915,-0,343058,0,472168,0,782781,-0,637397,0,698390,0,472168,0,782781,-0,637397,0,698390,0,624093,3,337158,0,831887,1,167383
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,1,0,False,False,False,True,76,335430,78,835850,0,663948,2,974627,2,645558,1,454350,Stripes Decoy Target,0,122366,0,901811,0,513584,0,472168,0,782781,-0,637397,0,698390,0,472168,0,782781,-0,637397,0,698390,1,980713,2,578433,2,645558,1,454350
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,1,0,False,False,False,True,78,835850,79,183070,1,373279,2,892863,1,980713,2,578433,Dotted Decoy Target,0,148641,0,913228,0,501011,0,472168,0,782781,-0,637397,0,698390,0,472168,0,782781,-0,637397,0,698390,1,980713,2,578433,2,645558,1,454350
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,2,80,False,False,False,True,101,224300,102,072100,2,400120,1,919856,1,718839,0,611680,Stripes Decoy Target,0,282528,0,940241,0,134732,0,472168,0,782781,-0,637397,0,698390,0,472168,0,782781,-0,637397,0,698390,2,948307,2,106331,1,718839,0,611680
P1002,0,TruParticipant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,0,0,False,False,False,True,29,018400,29,781510,-0,139848,0,593194,-0,972436,1,625779,Dotted Decoy Target,0,085476,0,749093,-0,397170,0,445460,0,696509,-0,513961,0,602392,0,445460,0,696509,-0,513961,0,602392,-0,972436,1,625779,0,156550,3,527469
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,0,0,False,False,False,True,29,781510,30,211170,0,311802,0,725398,0,156550,3,527469,Stripes Decoy Target,0,129594,0,748631,-0,389278,0,445460,0,696509,-0,513961,0,602392,0,445460,0,696509,-0,513961,0,602392,-0,972436,1,625779,0,156550,3,527469
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,1,80,False,False,False,True,52,240530,53,711140,-0,253766,1,366408,0,923036,2,508584,Stripes Decoy Target,0,130943,0,797049,-0,385020,0,445460,0,696509,-0,513961,0,602392,0,445460,0,696509,-0,513961,0,602392,-0,682444,3,450461,0,923036,2,508584
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,1,80,False,False,False,True,53,711140,54,295170,0,986792,1,516226,-0,682444,3,450461,Dotted Decoy Target,0,205070,0,796115,-0,390690,0,445460,0,696509,-0,513961,0,602392,0,445460,0,696509,-0,513961,0,602392,-0,682444,3,450461,0,923036,2,508584
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,2,40,False,False,False,True,76,309140,77,878520,1,892775,-1,044540,1,929646,0,271392,Dotted Decoy Target,0,370309,0,791770,-0,662105,0,445460,0,696509,-0,513961,0,602392,0,445460,0,696509,-0,513961,0,602392,1,929646,0,271392,4,151137,-0,472639
PParticipant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P1002,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,2,0,40,False,False,False,True,29,027460,34,082690,-0,651953,1,850469,0,381885,1,592790,Dotted Decoy Target,-0,039003,0,986906,-0,179503,0,530980,0,928911,-0,792437,0,887665,0,530980,0,928911,-0,792437,0,887665,0,381885,1,592790,-0,359964,3,362707
